Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster
13804.0,71,2,572.73,3,2,3,323,Regular Customers,0
13807.0,3,3,422.2,5,3,2,532,Loyal Customers,0
13809.0,30,2,524.65,4,2,3,423,Loyal Customers,0
13813.0,163,4,1398.6100000000001,2,4,4,244,At Risk,1
13814.0,163,1,678.2,2,1,3,213,At Risk,1
13815.0,42,4,3448.38,3,4,5,345,Regular Customers,0
13818.0,65,1,61.28,3,1,1,311,Regular Customers,0
13819.0,305,3,1502.0,1,3,4,134,At Risk,1
13820.0,54,3,652.75,3,3,3,333,Regular Customers,0
13821.0,29,4,993.44,4,4,4,444,Loyal Customers,0
13823.0,16,5,2445.79,4,4,5,445,Loyal Customers,0
13824.0,15,7,1615.82,5,5,4,554,Loyal Customers,0
13825.0,257,2,255.59,1,2,2,122,At Risk,1
13829.0,57,1,102.0,3,1,1,311,Regular Customers,0
13830.0,217,1,156.85000000000002,1,1,1,111,At Risk,1
13831.0,5,13,4795.09,5,5,5,555,Champions,0
13832.0,58,1,557.69,3,1,3,313,Regular Customers,0
13833.0,40,1,316.56,3,1,2,312,Regular Customers,0
13834.0,212,2,324.19,1,2,2,122,At Risk,1
13835.0,155,3,260.7,2,3,2,232,At Risk,1
13836.0,35,2,620.37,4,2,3,423,Loyal Customers,0
13838.0,5,7,1245.91,5,5,4,554,Loyal Customers,0
13839.0,122,1,139.95000000000002,2,1,1,211,At Risk,0
13840.0,52,1,651.4,3,1,3,313,Regular Customers,0
13842.0,2,10,2244.29,5,5,5,555,Champions,0
13843.0,17,1,319.75,4,1,2,412,Loyal Customers,0
13846.0,35,1,442.73,4,1,2,412,Loyal Customers,0
13847.0,355,1,310.72,1,1,2,112,At Risk,1
13848.0,2,6,2080.0,5,4,4,544,Loyal Customers,0
13849.0,33,3,1931.35,4,3,4,434,Loyal Customers,0
13851.0,15,5,1955.0,5,4,4,544,Loyal Customers,0
13852.0,246,1,187.35000000000002,1,1,1,111,At Risk,1
13854.0,1,15,4144.44,5,5,5,555,Champions,0
13855.0,136,4,1310.3400000000001,2,4,4,244,At Risk,0
13856.0,99,8,753.53,2,5,3,253,At Risk,0
13857.0,29,6,1001.01,4,4,4,444,Loyal Customers,0
13859.0,165,1,314.7,2,1,2,212,At Risk,1
13861.0,65,2,273.26,3,2,2,322,Regular Customers,0
13862.0,25,1,346.73,4,1,2,412,Loyal Customers,0
13863.0,101,3,933.77,2,3,3,233,At Risk,0
13864.0,22,1,662.4000000000001,4,1,3,413,Loyal Customers,0
13869.0,17,6,4913.22,4,4,5,445,Loyal Customers,0
13870.0,23,7,2941.14,4,5,5,455,Loyal Customers,0
13871.0,64,4,1482.6000000000001,3,4,4,344,Regular Customers,0
13872.0,163,3,919.57,2,3,3,233,At Risk,1
13873.0,19,5,649.32,4,4,3,443,Loyal Customers,0
13874.0,140,6,1508.7,2,4,4,244,At Risk,0
13875.0,23,9,3027.58,4,5,5,455,Loyal Customers,0
13877.0,106,2,332.44,2,2,2,222,At Risk,0
13878.0,183,3,1145.33,1,3,4,134,At Risk,1
13879.0,281,1,395.5,1,1,2,112,At Risk,1
13880.0,3,5,1171.89,5,4,4,544,Loyal Customers,0
13881.0,11,23,28019.58,5,5,5,555,Champions,3
13883.0,39,10,3885.54,3,5,5,355,Regular Customers,0
13884.0,12,5,1037.43,5,4,4,544,Loyal Customers,0
13888.0,40,5,1405.92,3,4,4,344,Regular Customers,0
13889.0,18,5,1574.3300000000002,4,4,4,444,Loyal Customers,0
13890.0,10,4,1043.57,5,4,4,544,Loyal Customers,0
13891.0,14,3,859.21,5,3,3,533,Loyal Customers,0
13892.0,113,2,634.68,2,2,3,223,At Risk,0
13895.0,151,2,1415.45,2,2,4,224,At Risk,1
13896.0,261,1,388.55,1,1,2,112,At Risk,1
13897.0,74,2,849.5600000000001,2,2,3,223,At Risk,0
13898.0,47,1,530.47,3,1,3,313,Regular Customers,0
13900.0,25,3,869.64,4,3,3,433,Loyal Customers,0
13901.0,10,10,2809.14,5,5,5,555,Champions,0
13902.0,268,5,34095.26,1,4,5,145,At Risk,1
13903.0,36,1,165.45000000000002,4,1,1,411,Loyal Customers,0
13905.0,368,1,312.65,1,1,2,112,At Risk,1
13906.0,45,1,42.0,3,1,1,311,Regular Customers,0
13907.0,327,1,136.8,1,1,1,111,At Risk,1
13909.0,59,2,282.85,3,2,2,322,Regular Customers,0
13911.0,15,11,1654.08,5,5,4,554,Loyal Customers,0
13912.0,59,1,124.95,3,1,1,311,Regular Customers,0
13913.0,142,1,42.22,2,1,1,211,At Risk,1
13915.0,30,1,70.80000000000001,4,1,1,411,Loyal Customers,0
13916.0,99,4,1275.81,2,4,4,244,At Risk,0
13919.0,60,2,975.87,3,2,3,323,Regular Customers,0
13920.0,67,4,1774.68,3,4,4,344,Regular Customers,0
13921.0,38,4,730.7,3,4,3,343,Regular Customers,0
13922.0,73,2,692.95,2,2,3,223,At Risk,0
13927.0,73,1,359.27,2,1,2,212,At Risk,0
13929.0,52,9,2651.45,3,5,5,355,Regular Customers,0
13931.0,28,9,4019.85,4,5,5,455,Loyal Customers,0
13935.0,232,3,6116.92,1,3,5,135,At Risk,1
13936.0,18,2,563.08,4,2,3,423,Loyal Customers,0
13937.0,38,1,721.28,3,1,3,313,Regular Customers,0
13939.0,67,4,992.41,3,4,4,344,Regular Customers,0
13941.0,8,11,6009.34,5,5,5,555,Champions,0
13942.0,170,1,320.0,2,1,2,212,At Risk,1
13943.0,213,1,246.54000000000002,1,1,1,111,At Risk,1
13944.0,289,1,200.43,1,1,1,111,At Risk,1
13945.0,30,2,854.1500000000001,4,2,3,423,Loyal Customers,0
13946.0,12,3,1314.66,5,3,4,534,Loyal Customers,0
13948.0,47,3,446.76,3,3,2,332,Regular Customers,0
13952.0,16,12,9572.45,4,5,5,455,Loyal Customers,0
13953.0,45,5,3125.0,3,4,5,345,Regular Customers,0
13955.0,11,1,221.10999999999999,5,1,1,511,Loyal Customers,0
13957.0,53,3,458.25,3,3,2,332,Regular Customers,0
13958.0,15,8,4709.2300000000005,5,5,5,555,Champions,0
13959.0,35,3,470.73,4,3,2,432,Loyal Customers,0
13961.0,28,1,538.4,4,1,3,413,Loyal Customers,0
13962.0,71,1,193.25,3,1,1,311,Regular Customers,0
13963.0,3,14,2347.33,5,5,5,555,Champions,0
13964.0,23,2,438.9,4,2,2,422,Loyal Customers,0
13965.0,112,3,996.61,2,3,4,234,At Risk,0
13966.0,71,1,384.26,3,1,2,312,Regular Customers,0
13967.0,32,1,85.6,4,1,1,411,Loyal Customers,0
13968.0,59,1,123.66,3,1,1,311,Regular Customers,0
13969.0,1,18,4266.88,5,5,5,555,Champions,0
13970.0,22,2,846.55,4,2,3,423,Loyal Customers,0
13971.0,59,6,1909.31,3,4,4,344,Regular Customers,0
13974.0,218,1,264.13,1,1,2,112,At Risk,1
13975.0,29,6,2795.16,4,4,5,445,Loyal Customers,0
13976.0,142,3,834.38,2,3,3,233,At Risk,0
13977.0,47,1,519.8100000000001,3,1,3,313,Regular Customers,0
13979.0,29,6,2510.06,4,4,5,445,Loyal Customers,0
13980.0,75,4,568.68,2,4,3,243,At Risk,0
13981.0,51,1,331.14,3,1,2,312,Regular Customers,0
13982.0,1,6,2511.08,5,4,5,545,Loyal Customers,0
13983.0,2,10,4479.82,5,5,5,555,Champions,0
13984.0,2,8,1128.09,5,5,4,554,Loyal Customers,0
13985.0,10,7,2960.73,5,5,5,555,Champions,0
13987.0,15,2,682.54,5,2,3,523,Loyal Customers,0
13988.0,19,2,609.84,4,2,3,423,Loyal Customers,0
13989.0,100,3,759.98,2,3,3,233,At Risk,0
13992.0,16,2,142.7,4,2,1,421,Loyal Customers,0
13993.0,15,10,3309.35,5,5,5,555,Champions,0
13995.0,15,9,2508.32,5,5,5,555,Champions,0
13996.0,22,2,895.76,4,2,3,423,Loyal Customers,0
13997.0,155,3,376.46,2,3,2,232,At Risk,1
13998.0,82,3,566.7,2,3,3,233,At Risk,0
13999.0,10,17,5600.45,5,5,5,555,Champions,0
14000.0,50,4,1410.68,3,4,4,344,Regular Customers,0
14001.0,9,7,2487.01,5,5,5,555,Champions,0
14003.0,368,1,209.41,1,1,1,111,At Risk,1
14004.0,29,4,1675.81,4,4,4,444,Loyal Customers,0
14006.0,164,4,1234.48,2,4,4,244,At Risk,1
14007.0,148,1,79.48,2,1,1,211,At Risk,1
14008.0,68,1,509.04,3,1,3,313,Regular Customers,0
14009.0,98,1,404.29999999999995,2,1,2,212,At Risk,0
14010.0,201,2,445.15,1,2,2,122,At Risk,1
14011.0,116,2,457.82,2,2,2,222,At Risk,0
14013.0,16,2,611.55,4,2,3,423,Loyal Customers,0
14014.0,12,2,1443.03,5,2,4,524,Loyal Customers,0
14016.0,32,7,7062.2,4,5,5,455,Loyal Customers,0
14017.0,207,1,229.75,1,1,1,111,At Risk,1
14018.0,281,1,367.15,1,1,2,112,At Risk,1
14020.0,112,2,606.21,2,2,3,223,At Risk,0
14021.0,10,4,1084.68,5,4,4,544,Loyal Customers,0
14022.0,122,1,352.15000000000003,2,1,2,212,At Risk,0
14024.0,26,1,318.04,4,1,2,412,Loyal Customers,0
14025.0,100,8,4057.9,2,5,5,255,At Risk,0
14026.0,106,2,713.11,2,2,3,223,At Risk,0
14028.0,186,3,10396.5,1,3,5,135,At Risk,1
14030.0,2,14,5839.46,5,5,5,555,Champions,0
14031.0,1,27,23632.72,5,5,5,555,Champions,3
14032.0,2,6,1874.68,5,4,4,544,Loyal Customers,0
14033.0,191,1,109.44,1,1,1,111,At Risk,1
14035.0,42,4,1366.73,3,4,4,344,Regular Customers,0
14037.0,114,4,689.75,2,4,3,243,At Risk,0
14038.0,33,2,1509.5,4,2,4,424,Loyal Customers,0
14039.0,211,1,115.08000000000001,1,1,1,111,At Risk,1
14040.0,22,23,8963.49,4,5,5,455,Loyal Customers,0
14042.0,361,1,431.98,1,1,2,112,At Risk,1
14043.0,127,2,302.59999999999997,2,2,2,222,At Risk,0
14044.0,54,6,2431.28,3,4,5,345,Regular Customers,0
14045.0,9,13,9653.28,5,5,5,555,Champions,0
14047.0,8,10,2946.42,5,5,5,555,Champions,0
14048.0,18,2,338.76,4,2,2,422,Loyal Customers,0
14049.0,23,9,7444.68,4,5,5,455,Loyal Customers,0
14051.0,2,15,6784.01,5,5,5,555,Champions,0
14052.0,26,1,241.3,4,1,1,411,Loyal Customers,0
14053.0,33,2,312.05,4,2,2,422,Loyal Customers,0
14055.0,213,2,795.3199999999999,1,2,3,123,At Risk,1
14057.0,17,5,2135.0,4,4,4,444,Loyal Customers,0
14058.0,98,2,469.19,2,2,2,222,At Risk,0
14060.0,2,13,3378.66,5,5,5,555,Champions,0
14061.0,143,3,917.4300000000001,2,3,3,233,At Risk,1
14062.0,10,12,15120.800000000001,5,5,5,555,Champions,0
14063.0,74,9,22710.2,2,5,5,255,At Risk,0
14064.0,66,10,1925.9,3,5,4,354,Regular Customers,0
14065.0,25,3,891.02,4,3,3,433,Loyal Customers,0
14068.0,239,3,1250.8700000000001,1,3,4,134,At Risk,1
14069.0,150,2,225.81,2,2,1,221,At Risk,1
14070.0,320,1,321.6,1,1,2,112,At Risk,1
14072.0,302,1,390.85,1,1,2,112,At Risk,1
14074.0,259,1,219.4,1,1,1,111,At Risk,1
14075.0,39,3,792.61,3,3,3,333,Regular Customers,0
14077.0,31,1,115.66,4,1,1,411,Loyal Customers,0
14078.0,9,4,640.34,5,4,3,543,Loyal Customers,0
14079.0,318,1,243.63,1,1,1,111,At Risk,1
14080.0,49,4,1070.08,3,4,4,344,Regular Customers,0
14081.0,5,9,4369.47,5,5,5,555,Champions,0
14082.0,28,1,231.10999999999999,4,1,1,411,Loyal Customers,0
14083.0,7,3,373.3,5,3,2,532,Loyal Customers,0
14084.0,148,1,150.5,2,1,1,211,At Risk,1
14085.0,4,16,5607.43,5,5,5,555,Champions,0
14086.0,98,1,39.95,2,1,1,211,At Risk,0
14087.0,40,2,638.0,3,2,3,323,Regular Customers,0
14088.0,42,3,13544.99,3,3,5,335,Regular Customers,0
14091.0,290,2,9530.08,1,2,5,125,At Risk,1
14092.0,10,10,3152.54,5,5,5,555,Champions,0
14094.0,75,1,311.77,2,1,2,212,At Risk,0
14095.0,358,1,2.95,1,1,1,111,At Risk,1
14097.0,117,2,422.86,2,2,2,222,At Risk,0
14099.0,11,9,2646.7400000000002,5,5,5,555,Champions,0
14101.0,24,7,3985.14,4,5,5,455,Loyal Customers,0
14104.0,25,3,527.3199999999999,4,3,3,433,Loyal Customers,0
14105.0,44,4,4722.6,3,4,5,345,Regular Customers,0
14106.0,373,1,214.8,1,1,1,111,At Risk,1
14107.0,84,4,2174.07,2,4,5,245,At Risk,0
14108.0,367,2,447.05,1,2,2,122,At Risk,1
14110.0,71,21,7304.8,3,5,5,355,Regular Customers,0
14112.0,87,6,2919.44,2,4,5,245,At Risk,0
14113.0,11,12,5252.1900000000005,5,5,5,555,Champions,0
14114.0,31,5,977.5600000000001,4,4,3,443,Loyal Customers,0
14115.0,137,2,622.67,2,2,3,223,At Risk,0
14118.0,64,1,458.45,3,1,2,312,Regular Customers,0
14119.0,11,2,183.37,5,2,1,521,Loyal Customers,0
14122.0,42,3,362.42,3,3,2,332,Regular Customers,0
14123.0,369,1,436.18,1,1,2,112,At Risk,1
14126.0,80,1,466.33000000000004,2,1,2,212,At Risk,0
14127.0,16,3,1190.3700000000001,4,3,4,434,Loyal Customers,0
14128.0,187,1,286.71,1,1,2,112,At Risk,1
14129.0,35,4,1467.48,4,4,4,444,Loyal Customers,0
14130.0,11,3,1377.86,5,3,4,534,Loyal Customers,0
14131.0,284,1,168.22,1,1,1,111,At Risk,1
14133.0,369,1,305.5,1,1,2,112,At Risk,1
14134.0,18,15,11123.35,4,5,5,455,Loyal Customers,0
14135.0,3,11,4953.61,5,5,5,555,Champions,0
14136.0,36,5,1570.81,4,4,4,444,Loyal Customers,0
14137.0,331,1,332.7,1,1,2,112,At Risk,1
14139.0,126,3,670.98,2,3,3,233,At Risk,0
14142.0,9,2,671.34,5,2,3,523,Loyal Customers,0
14144.0,122,1,30.6,2,1,1,211,At Risk,0
14145.0,95,3,3857.85,2,3,5,235,At Risk,0
14146.0,19,7,5259.3,4,5,5,455,Loyal Customers,0
14147.0,24,7,2106.8,4,5,4,454,Loyal Customers,0
14148.0,50,1,309.09000000000003,3,1,2,312,Regular Customers,0
14151.0,309,2,679.45,1,2,3,123,At Risk,1
14152.0,23,5,1376.05,4,4,4,444,Loyal Customers,0
14153.0,119,1,233.39999999999998,2,1,1,211,At Risk,0
14154.0,17,6,5115.08,4,4,5,445,Loyal Customers,0
14156.0,7,102,196549.74,5,5,5,555,Champions,2
14157.0,25,3,553.8000000000001,4,3,3,433,Loyal Customers,0
14159.0,15,9,3230.45,5,5,5,555,Champions,0
14160.0,246,7,8421.47,1,5,5,155,At Risk,1
14161.0,5,5,2182.46,5,4,5,545,Loyal Customers,0
14163.0,98,1,148.71,2,1,1,211,At Risk,0
14166.0,141,2,251.15,2,2,2,222,At Risk,1
14167.0,100,4,711.7,2,4,3,243,At Risk,0
14168.0,56,2,370.45,3,2,2,322,Regular Customers,0
14169.0,66,2,621.51,3,2,3,323,Regular Customers,0
14170.0,11,3,570.18,5,3,3,533,Loyal Customers,0
14171.0,366,1,135.0,1,1,1,111,At Risk,1
14172.0,241,3,369.02,1,3,2,132,At Risk,1
14173.0,277,2,135.16,1,2,1,121,At Risk,1
14175.0,54,5,4456.58,3,4,5,345,Regular Customers,0
14176.0,3,2,339.11,5,2,2,522,Loyal Customers,0
14177.0,17,9,1660.23,4,5,4,454,Loyal Customers,0
14180.0,8,9,1570.73,5,5,4,554,Loyal Customers,0
14181.0,46,2,308.35,3,2,2,322,Regular Customers,0
14182.0,79,4,678.77,2,4,3,243,At Risk,0
14183.0,47,2,278.34000000000003,3,2,2,322,Regular Customers,0
14186.0,63,5,1550.63,3,4,4,344,Regular Customers,0
14187.0,109,1,123.5,2,1,1,211,At Risk,0
14189.0,4,2,1160.31,5,2,4,524,Loyal Customers,0
14190.0,302,1,79.9,1,1,1,111,At Risk,1
14191.0,30,2,132.9,4,2,1,421,Loyal Customers,0
14192.0,24,1,293.74,4,1,2,412,Loyal Customers,0
14193.0,32,1,356.8,4,1,2,412,Loyal Customers,0
14194.0,28,15,7321.070000000001,4,5,5,455,Loyal Customers,0
14195.0,75,4,1603.6,2,4,4,244,At Risk,0
14197.0,46,1,390.05,3,1,2,312,Regular Customers,0
14198.0,36,5,868.33,4,4,3,443,Loyal Customers,0
14199.0,59,3,906.3,3,3,3,333,Regular Customers,0
14200.0,253,1,379.2,1,1,2,112,At Risk,1
14201.0,45,3,446.1,3,3,2,332,Regular Customers,0
14202.0,17,3,847.76,4,3,3,433,Loyal Customers,0
14203.0,33,1,339.34,4,1,2,412,Loyal Customers,0
14204.0,58,3,874.22,3,3,3,333,Regular Customers,0
14205.0,30,7,1947.5,4,5,4,454,Loyal Customers,0
14206.0,24,2,856.85,4,2,3,423,Loyal Customers,0
14207.0,323,1,157.8,1,1,1,111,At Risk,1
14208.0,187,1,415.31,1,1,2,112,At Risk,1
14209.0,21,9,2919.84,4,5,5,455,Loyal Customers,0
14210.0,7,11,3955.6800000000003,5,5,5,555,Champions,0
14211.0,47,9,2161.19,3,5,5,355,Regular Customers,0
14212.0,81,1,1119.66,2,1,4,214,At Risk,0
14213.0,40,1,1192.2,3,1,4,314,Regular Customers,0
14215.0,4,4,1626.6100000000001,5,4,4,544,Loyal Customers,0
14216.0,50,1,310.74,3,1,2,312,Regular Customers,0
14217.0,2,7,1411.91,5,5,4,554,Loyal Customers,0
14219.0,45,2,543.89,3,2,3,323,Regular Customers,0
14220.0,203,2,882.5999999999999,1,2,3,123,At Risk,1
14221.0,85,8,3084.69,2,5,5,255,At Risk,0
14224.0,26,5,831.98,4,4,3,443,Loyal Customers,0
14225.0,70,4,2031.07,3,4,4,344,Regular Customers,0
14226.0,77,1,770.34,2,1,3,213,At Risk,0
14227.0,50,5,3017.75,3,4,5,345,Regular Customers,0
14228.0,73,3,745.5,2,3,3,233,At Risk,0
14229.0,39,4,1046.84,3,4,4,344,Regular Customers,0
14230.0,71,3,979.8000000000001,3,3,3,333,Regular Customers,0
14231.0,86,1,309.91,2,1,2,212,At Risk,0
14233.0,101,3,1441.55,2,3,4,234,At Risk,0
14235.0,134,4,1573.13,2,4,4,244,At Risk,0
14236.0,8,4,1253.78,5,4,4,544,Loyal Customers,0
14237.0,9,2,471.14,5,2,2,522,Loyal Customers,0
14238.0,298,2,287.38,1,2,2,122,At Risk,1
14239.0,67,10,1882.3200000000002,3,5,4,354,Regular Customers,0
14240.0,59,1,357.15000000000003,3,1,2,312,Regular Customers,0
14241.0,332,1,120.0,1,1,1,111,At Risk,1
14243.0,1,8,4842.28,5,5,5,555,Champions,0
14244.0,296,1,366.41999999999996,1,1,2,112,At Risk,1
14247.0,40,4,616.79,3,4,3,343,Regular Customers,0
14248.0,95,2,730.37,2,2,3,223,At Risk,0
14249.0,46,12,5400.461,3,5,5,355,Regular Customers,0
14252.0,17,1,350.99,4,1,2,412,Loyal Customers,0
14253.0,129,2,363.40000000000003,2,2,2,222,At Risk,0
14254.0,68,1,601.03,3,1,3,313,Regular Customers,0
14255.0,182,1,1000.63,1,1,4,114,At Risk,1
14256.0,127,3,1491.73,2,3,4,234,At Risk,0
14257.0,16,4,2854.73,4,4,5,445,Loyal Customers,0
14258.0,31,16,19381.36,4,5,5,455,Loyal Customers,0
14260.0,107,3,824.28,2,3,3,233,At Risk,0
14263.0,59,1,322.93,3,1,2,312,Regular Customers,0
14264.0,15,4,1183.39,5,4,4,544,Loyal Customers,0
14265.0,100,2,843.1700000000001,2,2,3,223,At Risk,0
14266.0,64,1,40.56,3,1,1,311,Regular Customers,0
14268.0,106,1,354.85,2,1,2,212,At Risk,0
14269.0,75,1,295.73,2,1,2,212,At Risk,0
14271.0,45,1,101.86,3,1,1,311,Regular Customers,0
14272.0,198,2,482.85,1,2,2,122,At Risk,1
14274.0,322,1,256.6,1,1,2,112,At Risk,1
14275.0,31,6,1189.3799999999999,4,4,4,444,Loyal Customers,0
14276.0,43,4,982.9399999999999,3,4,3,343,Regular Customers,0
14277.0,47,6,13009.61,3,4,5,345,Regular Customers,0
14278.0,45,1,205.83,3,1,1,311,Regular Customers,0
14279.0,156,2,191.86,2,2,1,221,At Risk,1
14281.0,44,1,245.15,3,1,1,311,Regular Customers,0
14282.0,3,11,4120.32,5,5,5,555,Champions,0
14283.0,99,4,628.44,2,4,3,243,At Risk,0
14284.0,289,1,704.4,1,1,3,113,At Risk,1
14285.0,149,4,1374.41,2,4,4,244,At Risk,1
14286.0,40,4,3851.01,3,4,5,345,Regular Customers,0
14290.0,49,3,2201.91,3,3,5,335,Regular Customers,0
14291.0,16,12,4020.85,4,5,5,455,Loyal Customers,0
14292.0,46,7,4354.32,3,5,5,355,Regular Customers,0
14293.0,4,6,2221.37,5,4,5,545,Loyal Customers,0
14294.0,43,1,375.34000000000003,3,1,2,312,Regular Customers,0
14295.0,74,4,2196.71,2,4,5,245,At Risk,0
14296.0,57,2,456.4,3,2,2,322,Regular Customers,0
14298.0,11,38,39667.19,5,5,5,555,Champions,3
14299.0,1,19,10533.87,5,5,5,555,Champions,0
14301.0,52,3,1352.04,3,3,4,334,Regular Customers,0
14302.0,66,3,742.9000000000001,3,3,3,333,Regular Customers,0
14303.0,43,2,277.94,3,2,2,322,Regular Customers,0
14304.0,15,2,1341.56,5,2,4,524,Loyal Customers,0
14306.0,14,4,1058.0800000000002,5,4,4,544,Loyal Customers,0
14307.0,9,5,2075.31,5,4,4,544,Loyal Customers,0
14308.0,185,2,1147.02,1,2,4,124,At Risk,1
14309.0,49,2,1428.28,3,2,4,324,Regular Customers,0
14310.0,68,1,492.1,3,1,2,312,Regular Customers,0
14311.0,203,1,206.19,1,1,1,111,At Risk,1
14312.0,14,5,1478.7,5,4,4,544,Loyal Customers,0
14314.0,66,1,109.8,3,1,1,311,Regular Customers,0
14315.0,200,2,716.69,1,2,3,123,At Risk,1
14316.0,58,5,1370.34,3,4,4,344,Regular Customers,0
14318.0,96,1,158.02,2,1,1,211,At Risk,0
14319.0,60,1,494.85,3,1,2,312,Regular Customers,0
14320.0,182,3,868.96,1,3,3,133,At Risk,1
14321.0,67,2,687.3100000000001,3,2,3,323,Regular Customers,0
14322.0,65,4,474.1,3,4,2,342,Regular Customers,0
14324.0,45,2,701.61,3,2,3,323,Regular Customers,0
14325.0,205,1,245.48000000000002,1,1,1,111,At Risk,1
14326.0,99,2,757.13,2,2,3,223,At Risk,0
14327.0,18,5,1583.28,4,4,4,444,Loyal Customers,0
14328.0,74,1,445.05,2,1,2,212,At Risk,0
14329.0,11,8,4912.38,5,5,5,555,Champions,0
14330.0,259,1,200.63,1,1,1,111,At Risk,1
14332.0,17,2,1077.2,4,2,4,424,Loyal Customers,0
14334.0,61,4,1766.27,3,4,4,344,Regular Customers,0
14338.0,172,1,339.88,2,1,2,212,At Risk,1
14339.0,64,1,310.75,3,1,2,312,Regular Customers,0
14341.0,56,10,2285.04,3,5,5,355,Regular Customers,0
14342.0,68,2,249.88,3,2,1,321,Regular Customers,0
14343.0,57,4,1079.66,3,4,4,344,Regular Customers,0
14344.0,3,14,2443.77,5,5,5,555,Champions,0
14346.0,61,3,1294.17,3,3,4,334,Regular Customers,0
14347.0,372,1,82.60000000000001,1,1,1,111,At Risk,1
14350.0,16,2,689.1,4,2,3,423,Loyal Customers,0
14353.0,46,2,285.9,3,2,2,322,Regular Customers,0
14355.0,1,3,840.0500000000001,5,3,3,533,Loyal Customers,0
14358.0,25,2,400.06,4,2,2,422,Loyal Customers,0
14361.0,214,1,214.71,1,1,1,111,At Risk,1
14363.0,38,2,227.47000000000003,3,2,1,321,Regular Customers,0
14365.0,30,2,634.68,4,2,3,423,Loyal Customers,0
14366.0,161,1,136.0,2,1,1,211,At Risk,1
14369.0,278,2,469.13,1,2,2,122,At Risk,1
14370.0,86,6,1175.78,2,4,4,244,At Risk,0
14372.0,79,2,860.08,2,2,3,223,At Risk,0
14374.0,177,1,108.0,1,1,1,111,At Risk,1
14375.0,86,2,871.26,2,2,3,223,At Risk,0
14376.0,319,1,215.46,1,1,1,111,At Risk,1
14378.0,257,1,131.25,1,1,1,111,At Risk,1
14379.0,29,2,917.0600000000001,4,2,3,423,Loyal Customers,0
14380.0,318,1,48.96,1,1,1,111,At Risk,1
14381.0,87,1,423.26,2,1,2,212,At Risk,0
14382.0,26,1,578.14,4,1,3,413,Loyal Customers,0
14384.0,136,1,58.5,2,1,1,211,At Risk,0
14388.0,8,9,3488.16,5,5,5,555,Champions,0
14389.0,60,3,854.55,3,3,3,333,Regular Customers,0
14390.0,8,5,1731.16,5,4,4,544,Loyal Customers,0
14391.0,212,1,135.6,1,1,1,111,At Risk,1
14392.0,68,1,266.4,3,1,2,312,Regular Customers,0
14394.0,200,1,93.8,1,1,1,111,At Risk,1
14395.0,8,12,4630.7,5,5,5,555,Champions,0
14396.0,7,6,1591.74,5,4,4,544,Loyal Customers,0
14398.0,37,2,707.79,3,2,3,323,Regular Customers,0
14399.0,30,8,2108.21,4,5,4,454,Loyal Customers,0
14400.0,44,2,1157.77,3,2,4,324,Regular Customers,0
14401.0,60,9,2744.42,3,5,5,355,Regular Customers,0
14402.0,288,1,285.6,1,1,2,112,At Risk,1
14403.0,225,2,404.7,1,2,2,122,At Risk,1
14404.0,5,8,1404.04,5,5,4,554,Loyal Customers,0
14405.0,22,1,195.0,4,1,1,411,Loyal Customers,0
14408.0,107,4,1503.24,2,4,4,244,At Risk,0
14409.0,4,5,1696.64,5,4,4,544,Loyal Customers,0
14410.0,12,2,1531.63,5,2,4,524,Loyal Customers,0
14412.0,60,1,656.16,3,1,3,313,Regular Customers,0
14413.0,46,3,643.47,3,3,3,333,Regular Customers,0
14414.0,10,1,902.35,5,1,3,513,Loyal Customers,0
14415.0,15,10,6124.52,5,5,5,555,Champions,0
14417.0,23,1,524.65,4,1,3,413,Loyal Customers,0
14419.0,18,1,202.85,4,1,1,411,Loyal Customers,0
14420.0,32,3,1251.65,4,3,4,434,Loyal Customers,0
14421.0,148,4,1656.26,2,4,4,244,At Risk,1
14422.0,10,13,6007.88,5,5,5,555,Champions,0
14423.0,73,2,651.4100000000001,2,2,3,223,At Risk,0
14425.0,70,3,661.39,3,3,3,333,Regular Customers,0
14426.0,39,7,7246.27,3,5,5,355,Regular Customers,0
14427.0,130,2,900.1800000000001,2,2,3,223,At Risk,0
14429.0,39,1,516.28,3,1,3,313,Regular Customers,0
14430.0,147,3,1220.9,2,3,4,234,At Risk,1
14431.0,15,3,2143.84,5,3,5,535,Loyal Customers,0
14433.0,101,1,280.7,2,1,2,212,At Risk,0
14435.0,137,1,90.42,2,1,1,211,At Risk,0
14436.0,189,1,182.64,1,1,1,111,At Risk,1
14437.0,1,5,873.34,5,4,3,543,Loyal Customers,0
14439.0,79,4,6781.8,2,4,5,245,At Risk,0
14440.0,1,9,4281.05,5,5,5,555,Champions,0
14441.0,10,7,2898.8,5,5,5,555,Champions,0
14442.0,50,5,3777.2,3,4,5,345,Regular Customers,0
14443.0,4,2,966.27,5,2,3,523,Loyal Customers,0
14444.0,92,1,120.44,2,1,1,211,At Risk,0
14445.0,91,1,221.65,2,1,1,211,At Risk,0
14446.0,22,1,189.93,4,1,1,411,Loyal Customers,0
14447.0,36,1,548.5,4,1,3,413,Loyal Customers,0
14449.0,8,5,1555.4,5,4,4,544,Loyal Customers,0
14450.0,15,4,645.19,5,4,3,543,Loyal Customers,0
